iter	Logloss
415	0.3742942939
416	0.3742030539
417	0.3741540731
418	0.3741015122
419	0.3740464466
420	0.3739874934
421	0.3739283905
422	0.3738909155
423	0.3738568369
424	0.3737798025
425	0.373733635
426	0.3737029956
427	0.3736543603
428	0.3735792458
429	0.3734315001
430	0.3734079123
431	0.3733280497
432	0.3732203165
433	0.3731399079
434	0.3730999284
435	0.3730442554
436	0.3729806916
437	0.3729359571
438	0.3728470335
439	0.3727543365
440	0.3726811356
441	0.3726433897
442	0.3726190778
443	0.3724479246
444	0.3723499839
445	0.3720562784
446	0.3720241263
447	0.3719733828
448	0.3719162388
449	0.3718831106
450	0.3718333781
451	0.3717537856
452	0.3716425047
453	0.3715807208
454	0.3715198628
455	0.3714592767
456	0.3714127771
457	0.371376451
458	0.3711183742
459	0.3710464917
460	0.3710071098
461	0.3709591053
462	0.3706914619
463	0.3705959771
464	0.3703634359
465	0.3703256662
466	0.3702773714
467	0.3702275972
468	0.3701259583
469	0.370023313
470	0.3700065276
471	0.3699689655
472	0.3699178271
473	0.3697827826
474	0.3697350215
475	0.3696617645
476	0.3694558188
477	0.3693758733
478	0.3692821473
479	0.3691290639
480	0.3690188049
481	0.3689468282
482	0.3689160629
483	0.368845373
484	0.3687914599
485	0.3687715109
486	0.3686997714
487	0.3686467755
488	0.3685781612
489	0.3685252114
490	0.3683091914
491	0.3682350303
492	0.3681948263
493	0.368022308
494	0.3679328423
495	0.3678584229
496	0.3678036135
497	0.3676219493
498	0.3675641554
499	0.3674975679
500	0.3673167812
501	0.3672591496
502	0.3672440992
503	0.3671893233
504	0.3670328055
505	0.3669829292
506	0.3669258627
507	0.3668802333
508	0.3666965328
509	0.3666432654
510	0.36656295
511	0.3664886444
512	0.3664455016
513	0.3663290686
514	0.3662183951
515	0.3661848298
516	0.366135057
517	0.3660530933
518	0.3659624334
519	0.3657915824
520	0.3656586718
521	0.3655915316
522	0.3655567882
523	0.365462053
524	0.3653714834
525	0.365333682
526	0.3652747882
527	0.3652410417
528	0.3651388314
529	0.3651031351
530	0.3650427891
531	0.3650097123
532	0.364962383
533	0.3649067787
534	0.3648320114
535	0.3646715047
536	0.3646474033
537	0.3645496692
538	0.3644131329
539	0.3643337267
540	0.3643077729
541	0.3642808234
542	0.364212674
543	0.3641708222
544	0.3640742204
545	0.3640089365
546	0.3639672877
547	0.3639242335
548	0.3638591642
549	0.3637933789
550	0.3637435955
551	0.3636566168
552	0.3636160455
553	0.3635603636
554	0.3635149413
555	0.3634821043
556	0.3634197453
557	0.3633674385
558	0.363312771
559	0.3632569101
560	0.3631902296
561	0.3631580658
562	0.3630997633
563	0.3630691362
564	0.362998314
565	0.3629422358
566	0.3629041551
567	0.3628889427
568	0.3628111749
569	0.3627761081
570	0.3626562794
571	0.3626040383
572	0.3624701758
573	0.3624203963
574	0.3623295127
575	0.3622857992
576	0.3622349975
577	0.3621839606
578	0.3621234172
579	0.3620681203
580	0.3619971793
581	0.3619686217
582	0.3619164343
583	0.3618843251
584	0.3618304379
585	0.3617791462
586	0.3617353938
587	0.3616938162
588	0.3616566078
589	0.3616090064
590	0.3614781098
591	0.3613421614
592	0.3613137744
593	0.3612575732
594	0.3611892585
595	0.3610991907
596	0.3610604661
597	0.3610153601
598	0.3609852767
599	0.3609413079
600	0.3609098198
601	0.3608473501
602	0.3607723637
603	0.3607030412
604	0.3606375704
605	0.3605993685
606	0.3605623204
607	0.3605411769
608	0.3604251166
609	0.3604054149
610	0.3603811128
611	0.3603261386
612	0.3602978607
613	0.3602446687
614	0.3601799949
615	0.3601120493
616	0.3599958562
617	0.3599382831
618	0.3598838366
619	0.3598121634
620	0.359775162
621	0.3597324203
622	0.3597030159
623	0.3596555115
624	0.3595952136
625	0.3595599298
626	0.3595081391
627	0.3594501253
628	0.359375641
629	0.3592916258
630	0.3592510276
631	0.3591890061
632	0.3590879352
633	0.3590277242
634	0.3589777251
635	0.3588515102
636	0.3588205336
637	0.3587603588
638	0.3587178855
639	0.3586687526
640	0.358633213
641	0.3585933621
642	0.3585169085
643	0.358458515
644	0.3584283316
645	0.3583837022
646	0.3583255422
647	0.3582440317
648	0.3582143557
649	0.3581442204
650	0.3580449439
651	0.357996505
652	0.3579479428
653	0.3579230968
654	0.3578684945
655	0.3578296281
656	0.3577871202
657	0.3577569256
658	0.3577235171
659	0.3576835154
660	0.3576145563
661	0.357568233
662	0.3575256606
663	0.3574550049
664	0.3573970821
665	0.3573422727
666	0.3572626922
667	0.3572262512
668	0.3571450393
669	0.3571064798
670	0.357035286
671	0.3569886568
672	0.3569323904
673	0.3568509913
674	0.3568166008
675	0.3567943332
676	0.3567470516
677	0.356708676
678	0.3566740315
679	0.3566586502
680	0.3566333333
681	0.356572855
682	0.3565484253
683	0.3565047963
684	0.3564625816
685	0.3564100502
686	0.3563843332
687	0.3563666058
688	0.356286995
689	0.3562457621
690	0.3562187708
691	0.3562003086
692	0.3561382167
693	0.3561075109
694	0.3560723022
695	0.3560350124
696	0.3559841527
697	0.3559266363
698	0.3558695887
699	0.3557818921
700	0.3557444248
701	0.3556972908
702	0.3556363449
703	0.3556139348
704	0.3555543299
705	0.355459987
706	0.3554037514
707	0.3553534542
708	0.3553285489
709	0.355297729
710	0.3552309477
711	0.3551886571
712	0.3551245524
713	0.3550331265
714	0.3549807628
715	0.3549285131
716	0.3549105405
717	0.3548551663
718	0.3548050647
719	0.3547632018
720	0.3547178845
721	0.3546787254
722	0.354654558
723	0.3546418961
724	0.3546161089
725	0.3545703227
726	0.3545430444
727	0.35451933
728	0.3544925869
729	0.3544362157
730	0.3543103686
731	0.3542674559
732	0.3541885768
733	0.3541378199
734	0.3540974645
735	0.354062642
736	0.3540084714
737	0.3539517084
738	0.3538630505
739	0.3538143979
740	0.3537690396
741	0.3537458082
742	0.3536864864
743	0.3535963225
744	0.3535797918
745	0.3535232986
746	0.3534794466
747	0.3534328862
748	0.3534061889
749	0.3533589429
750	0.3533163487
751	0.3532174138
752	0.3531815234
753	0.3531513535
754	0.3530967821
755	0.3530708149
756	0.3529965976
757	0.3529500744
758	0.3528802499
759	0.3528494566
760	0.352808115
761	0.3527797819
762	0.3527493141
763	0.3527203125
764	0.3526446588
765	0.352606648
766	0.3524657799
767	0.352430366
768	0.3523723741
769	0.3523137728
770	0.3522530629
771	0.3522148766
772	0.3521921181
773	0.3521494615
774	0.3520991022
775	0.3520480692
776	0.352006368
777	0.3519550605
778	0.3519274314
779	0.3518967762
780	0.351836683
781	0.3517987276
782	0.3517682649
783	0.3517111306
784	0.3516789132
785	0.3516248438
786	0.3515880245
787	0.3515222848
788	0.3514730918
789	0.3514243599
790	0.3513815819
791	0.3513344283
792	0.3512997745
793	0.3511863069
794	0.3511416857
795	0.3511108568
796	0.3509915983
797	0.3509324065
798	0.3508977399
799	0.3508276414
800	0.3507968428
801	0.3507617251
802	0.3507111098
803	0.3506910694
804	0.3506412828
805	0.3505959307
806	0.3505439745
807	0.3504560273
808	0.3503757739
809	0.3503592614
810	0.3503025883
811	0.3502479447
812	0.3502155914
813	0.3500861665
814	0.3500524651
815	0.3500124576
816	0.3499604488
817	0.3498982057
818	0.349840599
819	0.3497963849
820	0.3497358067
821	0.3496839313
822	0.3496435203
823	0.3495990738
824	0.3495435357
825	0.349487192
826	0.3494310457
827	0.3493867712
828	0.3493645394
829	0.3493453106
830	0.3492798476
831	0.3492415753
832	0.3492094093
833	0.3491700783
834	0.3491367002
835	0.3490960323
836	0.3490618682
837	0.3490442848
838	0.3489718415
839	0.348924797
840	0.348902277
841	0.3488413456
842	0.3487937278
843	0.3487548693
844	0.3487306861
845	0.3486906929
846	0.348619469
847	0.348584938
848	0.3484867476
849	0.3484605224
850	0.3484148732
851	0.3483833015
852	0.348340683
853	0.3482877003
854	0.3482580699
855	0.3482358606
856	0.3482089934
857	0.3481957545
858	0.348153805
859	0.3481200742
860	0.348074576
861	0.348062391
862	0.348014304
863	0.347983994
864	0.347947835
865	0.3479004337
866	0.347833123
867	0.3477574042
868	0.3476978069
869	0.3476620639
870	0.3476404745
871	0.3476015503
872	0.3475396242
873	0.347507892
874	0.3474853711
875	0.3474670447
876	0.3474373317
877	0.3474021302
878	0.3473826411
879	0.3473433719
880	0.347315362
881	0.3472789618
882	0.3472428788
883	0.3472167546
884	0.3471851245
885	0.3471191734
886	0.3470676564
887	0.347013807
888	0.3469900141
889	0.3469456363
890	0.3469163787
891	0.3468785087
892	0.3468676274
893	0.3468432801
894	0.3467723327
895	0.3466781554
896	0.3466581188
897	0.3466108355
898	0.3465924396
899	0.3465712966
900	0.34654338
901	0.346513833
902	0.3465025035
903	0.346460978
904	0.3464143978
905	0.3463561677
906	0.3463243997
907	0.346291705
908	0.3462537577
909	0.3462201975
910	0.3461402233
911	0.3461007679
912	0.3460516601
913	0.34599792
914	0.3459551719
915	0.34592004
916	0.3458664461
917	0.3458349022
918	0.3458145925
919	0.3457949014
920	0.3457382961
921	0.3456965571
922	0.34565707
923	0.3456249772
924	0.3455949914
925	0.3455462889
926	0.3455174459
927	0.3454912907
928	0.3454046873
929	0.3453555119
930	0.3453154029
931	0.3452673225
932	0.3452494005
933	0.3452275747
934	0.3451905614
935	0.3451528151
936	0.345104951
937	0.3450691261
938	0.3449616531
939	0.3449398398
940	0.3449117828
941	0.3448544246
942	0.3447870353
943	0.344685842
944	0.3446586822
945	0.3446227273
946	0.344568933
947	0.3445415285
948	0.3444937746
949	0.3444489543
950	0.3444181105
951	0.3443777061
952	0.3443555306
953	0.3443293496
954	0.3442952846
955	0.3442623865
956	0.3441943082
957	0.3441533489
958	0.3440969268
959	0.344057386
960	0.344014982
961	0.3439865152
962	0.3439470059
963	0.3439080152
964	0.343872404
965	0.3438012184
966	0.343765318
967	0.3437285018
968	0.3436919249
969	0.3436444665
970	0.3436143358
971	0.3435647827
972	0.3434954119
973	0.3434179234
974	0.3433608268
975	0.3433322562
976	0.3433103127
977	0.3432692656
978	0.343241051
979	0.3431957864
980	0.343135445
981	0.343094842
982	0.3430562352
983	0.3429918065
984	0.3429649963
985	0.3429190969
986	0.3428946224
987	0.3428816712
988	0.3428271048
989	0.3427871216
990	0.3427628568
991	0.3426613165
992	0.3426243087
993	0.3426005616
994	0.3425559657
995	0.3425173921
996	0.3424814025
997	0.3424485371
998	0.3424219642
999	0.3423974817
