count,72274.0,72274.0,72274.0,72274.0,72274.0,50702.0,72274.0,71893.0,71893.0,72274.0,72274.0
mean,846318.2434623793,0.8152585992196364,0.33462932728228684,2.4500511940670227,18.94248277388826,0.7160392094986392,0.2742341644298088,43.689911396102545,4.192075723644861,0.20761269612862163,0.5541411849351081
std,489102.16874356807,0.3880903239582862,0.4718639860386069,2.034989872478024,13.215386352311867,0.6971022671442165,0.8166209461172078,63.405963016601554,9.818896361042711,0.9971232228794198,0.49706352777285445
min,15.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,422216.5,1.0,0.0,0.93,13.0,0.0,0.0,6.7,0.5,0.0,0.0
50%,847784.0,1.0,0.0,1.98,19.0,0.57,0.0,27.8,2.1,0.0,1.0
75%,1269562.0,1.0,1.0,3.3,22.0,1.31,0.0,60.5,4.8,0.0,1.0
max,1689744.0,1.0,1.0,12.8,406.0,2.92,19.0,4415.2,453.3,7.0,1.0
